,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,target,pred_prob_logreg,P_Rank_logreg,pred_prob_dtree,P_Rank_tree,pred_prob_rf,P_Rank_rf,pred_prob_gbm,P_Rank_GBM,pred_prob_stacking,P_Rank_stacking,Tenure_Rank,Tenure_Segment,MonthlyCharges_Rank,Monthly_Charge_Segment,Predicted_Churn_Rank
4960,Male,1,No,No,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.7,4816.7,1,0.5358096544860896,9,0.4074074074074074,8,0.4308142977062679,8,0.6003829898927722,9,0.4535836829210172,8,7,High Tenure,9,High Charges,Top 3
4994,Female,0,No,No,18,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.05,1740.7,1,0.5523544372487318,9,0.6728110599078341,10,0.49059009048305646,9,0.7000500350555516,9,0.5531370882036367,9,4,Low Tenure,9,High Charges,Top 3
5019,Male,1,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.6,1273.3,0,0.7563153663909533,10,0.6728110599078341,10,0.6111752994345795,10,0.6363872498574968,9,0.6887651325625976,9,4,Low Tenure,9,High Charges,Top 3
5030,Male,0,No,Yes,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,94.5,575.45,1,0.5221243940311425,8,0.5555555555555556,9,0.5769955888027284,9,0.7332858827753317,10,0.6674551491785888,9,3,Low Tenure,9,High Charges,Top 3
5031,Male,0,Yes,Yes,9,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.5,906.85,0,0.550765493210361,9,0.6728110599078341,10,0.5601484440225114,9,0.45517928012305714,8,0.5918369839554706,9,3,Low Tenure,9,High Charges,Top 3
5059,Female,0,No,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.15,3615.6,1,0.5180667538419444,8,0.4074074074074074,8,0.4413424167987361,8,0.696389677960846,9,0.4877170852785306,8,6,Low Tenure,9,High Charges,Top 3
5090,Male,1,Yes,No,7,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.7,673.1,1,0.5103997801990483,8,0.8095238095238095,10,0.5207376501460454,9,0.8310094417900248,10,0.6185643591858833,9,3,Low Tenure,9,High Charges,Top 3
5105,Female,1,Yes,No,40,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),99.2,4062.2,1,0.23668890276215734,6,0.1794871794871795,6,0.2252825131720079,6,0.5356127684594678,8,0.21019006671058363,6,7,High Tenure,9,High Charges,Top 3
5128,Female,1,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.7,4747.2,0,0.45143167834170117,8,0.4074074074074074,8,0.3991110675656712,8,0.44474445593408923,8,0.38095936475069136,8,7,High Tenure,9,High Charges,Top 3
5131,Female,0,Yes,No,44,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.1,4364.1,1,0.5354126964678978,9,0.4074074074074074,8,0.42421684764550044,8,0.6346089867649933,9,0.4521824752270266,8,7,High Tenure,9,High Charges,Top 3
5188,Male,1,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.5,2917.65,0,0.5556639231999279,9,0.6728110599078341,10,0.43883049675381264,8,0.38268346370396344,8,0.418476012631526,8,6,Low Tenure,9,High Charges,Top 3
5227,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,96.2,639.7,0,0.6535732312588901,9,0.5294117647058824,9,0.6473868823490941,10,0.5841479803886657,9,0.7192352304276419,10,3,Low Tenure,9,High Charges,Top 3
5231,Male,1,Yes,No,16,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.75,1587.55,1,0.7525820569003264,10,0.6728110599078341,10,0.5720895045101568,9,0.8532049818131283,10,0.6841247170229485,9,4,Low Tenure,9,High Charges,Top 3
5233,Female,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,842.9,1,0.5852579938111299,9,0.5294117647058824,9,0.6184076580740576,10,0.7400834041129276,10,0.715162330058647,10,3,Low Tenure,9,High Charges,Top 3
5247,Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,94.55,2724.6,1,0.5349554578150346,9,0.31561461794019935,7,0.3809154466156606,8,0.5271755566181371,8,0.3749019386144219,8,5,Low Tenure,9,High Charges,Top 3
5250,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.55,1173.55,0,0.6234347401771493,9,0.5294117647058824,9,0.6008898259211306,9,0.6029252960877475,9,0.670784598046215,9,4,Low Tenure,9,High Charges,Top 3
5257,Male,1,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.1,3744.05,1,0.6360006345059452,9,0.4074074074074074,8,0.4678694865610623,8,0.6127606695559356,9,0.5048716461004528,8,6,Low Tenure,9,High Charges,Top 3
5282,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.2,292.85,1,0.778250975393929,10,0.6728110599078341,10,0.702309073694658,10,0.8114592414625649,10,0.8058341126079936,10,2,Low Tenure,9,High Charges,Top 3
5299,Female,1,Yes,No,28,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.3,2812.2,1,0.4760631634983409,8,0.31561461794019935,7,0.34732682308401513,7,0.5738324440182829,9,0.3433292001310165,8,5,Low Tenure,9,High Charges,Top 3
5351,Female,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,95.5,1115.15,1,0.38899759713839444,7,0.8461538461538461,10,0.4125423842993197,8,0.6210007450021633,9,0.43415648968647835,8,4,Low Tenure,9,High Charges,Top 3
5352,Male,0,No,No,26,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.65,2537.0,0,0.5197755111341692,8,0.6728110599078341,10,0.45694809069314596,8,0.6463525672849719,9,0.497629822037609,8,5,Low Tenure,9,High Charges,Top 3
5390,Male,1,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.45,1200.15,1,0.7713172384939364,10,0.6728110599078341,10,0.6227869127441129,10,0.9147668960896457,10,0.7487849123597808,10,4,Low Tenure,9,High Charges,Top 3
5439,Male,1,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.15,3019.25,1,0.5577373985422845,9,0.31561461794019935,7,0.37429781604004425,8,0.5901853005560533,9,0.37929581186630135,8,6,Low Tenure,9,High Charges,Top 3
5518,Male,0,Yes,Yes,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.4,2838.7,1,0.3697826469193281,7,0.6728110599078341,10,0.40890418977617954,8,0.4572560793509393,8,0.3957361615389262,8,6,Low Tenure,9,High Charges,Top 3
5533,Female,1,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.4,2025.1,0,0.6704513921987836,10,0.31561461794019935,7,0.4141816580619906,8,0.49185356565487703,8,0.40949387024224215,8,5,Low Tenure,9,High Charges,Top 3
5549,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,97.9,315.3,1,0.6085408541313185,9,0.6728110599078341,10,0.6588067762057541,10,0.7615207064274244,10,0.7598015712695847,10,2,Low Tenure,9,High Charges,Top 3
5599,Male,0,Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,94.85,890.6,1,0.44759567804204975,8,0.5555555555555556,9,0.5097889827629142,9,0.574528311669636,9,0.5517578090132245,9,3,Low Tenure,9,High Charges,Top 3
5628,Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.65,1244.5,1,0.512128098295199,8,0.6728110599078341,10,0.5231189548967969,9,0.6877280215971666,9,0.5924751880300709,9,4,Low Tenure,9,High Charges,Top 3
5657,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,1691.9,0,0.6941091509466546,10,0.6728110599078341,10,0.5306317958907819,9,0.5024075129788164,8,0.5637137529746499,9,4,Low Tenure,9,High Charges,Top 3
5714,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.95,384.5,1,0.6984706003990827,10,0.6728110599078341,10,0.6632951305855295,10,0.9185109248010099,10,0.7872919944072604,10,2,Low Tenure,9,High Charges,Top 3
5741,Male,0,No,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.95,1931.75,1,0.6315857604081747,9,0.6728110599078341,10,0.5333463140415958,9,0.8325120997234454,10,0.6344012886926648,9,4,Low Tenure,9,High Charges,Top 3
5748,Female,0,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.85,1992.55,0,0.5110348648362011,8,0.31561461794019935,7,0.3932709239780985,8,0.5681482457360058,9,0.3985907612716458,8,5,Low Tenure,9,High Charges,Top 3
5755,Male,1,Yes,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,96.5,1392.25,0,0.6195923739181406,9,0.6728110599078341,10,0.5303668623520297,9,0.4622099901762171,8,0.5549480233233542,9,4,Low Tenure,9,High Charges,Top 3
5791,Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.4,6444.05,0,0.34997750831085195,7,0.4074074074074074,8,0.37033431233405023,8,0.5914760140579042,9,0.3746506255967244,8,9,High Tenure,9,High Charges,Top 3
5792,Female,1,No,No,15,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,96.3,1426.75,1,0.37855741565612,7,0.8461538461538461,10,0.4052191414085666,8,0.7379013053057917,10,0.4491479141717958,8,4,Low Tenure,9,High Charges,Top 3
5863,Female,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.35,2119.5,1,0.6841524510234412,10,0.6728110599078341,10,0.5479530984738922,9,0.8400886544346334,10,0.6535133452230314,9,5,Low Tenure,9,High Charges,Top 3
5874,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.6,1060.2,1,0.7450704900416897,10,0.6728110599078341,10,0.6725114436987576,10,0.9073315222555758,10,0.7937562427782786,10,3,Low Tenure,9,High Charges,Top 3
5888,Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.6,4783.5,1,0.4717284084666482,8,0.4074074074074074,8,0.3866799483901368,8,0.45079458613709483,8,0.36683724324301126,8,7,High Tenure,9,High Charges,Top 3
5931,Male,1,Yes,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.0,1237.85,1,0.7061772897900268,10,0.6728110599078341,10,0.5946002351552176,9,0.7913705469972067,10,0.6982111302601764,10,4,Low Tenure,9,High Charges,Top 3
5932,Male,0,Yes,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.45,498.1,1,0.7650585801309635,10,0.6728110599078341,10,0.6838856745978135,10,0.8239876817494046,10,0.7919598890371152,10,2,Low Tenure,9,High Charges,Top 3
5966,Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,99.45,4138.05,1,0.3453355461267465,7,0.4074074074074074,8,0.37379788609365194,8,0.5419350812876248,9,0.3690753437805241,8,7,High Tenure,9,High Charges,Top 3
5989,Male,1,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.6,279.55,1,0.8127732344460186,10,0.6728110599078341,10,0.7027877984279212,10,0.8565001348107076,10,0.8121395416259944,10,2,Low Tenure,9,High Charges,Top 3
6029,Male,0,No,No,4,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,94.9,360.55,0,0.3337325970631311,7,0.5555555555555556,9,0.5082262281927828,9,0.5971925490904935,9,0.5544852773630342,9,2,Low Tenure,9,High Charges,Top 3
6048,Male,1,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.45,2653.65,1,0.6680762301504023,10,0.6728110599078341,10,0.515003132698048,9,0.6923417522891423,9,0.5830686919937517,9,6,Low Tenure,9,High Charges,Top 3
6054,Female,0,Yes,Yes,36,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),97.35,3457.9,1,0.4180143548557165,8,0.31561461794019935,7,0.31224293639296913,7,0.46332300046118763,8,0.28349021374646316,7,6,Low Tenure,9,High Charges,Top 3
6066,Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,94.95,178.1,1,0.6807222655902373,10,0.5294117647058824,9,0.6977377580670511,10,0.762416084981092,10,0.7953367815700546,10,2,Low Tenure,9,High Charges,Top 3
6100,Female,1,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.05,2952.85,1,0.6302791203116203,9,0.31561461794019935,7,0.371281516063465,8,0.3841956443096623,8,0.33547543704892796,8,6,Low Tenure,9,High Charges,Top 3
6125,Male,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.25,1359.0,1,0.6472159925881154,9,0.8461538461538461,10,0.48894146826033963,8,0.8466253854663257,10,0.5815805001003759,9,4,Low Tenure,9,High Charges,Top 3
6126,Male,1,No,No,19,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.9,1777.9,1,0.6409735047423403,9,0.31561461794019935,7,0.4043002458566054,8,0.5272254822413476,8,0.40419031151514434,8,4,Low Tenure,9,High Charges,Top 3
6131,Female,1,No,No,47,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,95.05,4504.55,1,0.35438220474236565,7,0.4074074074074074,8,0.36667940210904554,8,0.5326628129008725,8,0.3585737265889734,8,7,High Tenure,9,High Charges,Top 3
6146,Female,0,No,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.5,2369.05,1,0.5764840168536224,9,0.6728110599078341,10,0.5218801286534844,9,0.892902329175341,10,0.6322978968923825,9,5,Low Tenure,9,High Charges,Top 3
6179,Female,1,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.15,997.65,1,0.7254710462315993,10,0.8095238095238095,10,0.5821498779983953,9,0.7712038805478058,10,0.6805012584123891,9,3,Low Tenure,9,High Charges,Top 3
6215,Female,1,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.25,560.6,1,0.7470142265953001,10,0.6728110599078341,10,0.6678492566379971,10,0.9099791420656008,10,0.7900808467207118,10,3,Low Tenure,9,High Charges,Top 3
6232,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,514.0,1,0.7674445128771923,10,0.6728110599078341,10,0.7030197795845364,10,0.9157004405411261,10,0.8198773636291093,10,2,Low Tenure,9,High Charges,Top 3
6236,Male,1,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.6,3270.25,0,0.5315738858624653,9,0.31561461794019935,7,0.3591120952576476,7,0.5172716514439172,8,0.34649100085696516,8,6,Low Tenure,9,High Charges,Top 3
6283,Female,0,No,No,3,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.0,287.4,1,0.5543970966793131,9,0.8095238095238095,10,0.607360911406009,10,0.8696871075264824,10,0.7256324977770433,10,2,Low Tenure,9,High Charges,Top 3
6305,Female,1,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,95.0,2497.2,1,0.4741650946377495,8,0.6728110599078341,10,0.4548732274571739,8,0.5419813999810237,9,0.4727450423037141,8,5,Low Tenure,9,High Charges,Top 3
6313,Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.85,197.7,1,0.778233220160562,10,0.6728110599078341,10,0.7271407116195125,10,0.839880013407905,10,0.8289367076131121,10,2,Low Tenure,9,High Charges,Top 3
6341,Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.35,1358.85,1,0.5970825034752063,9,0.6728110599078341,10,0.5651710061823149,9,0.8610970869087518,10,0.677665084770395,9,4,Low Tenure,9,High Charges,Top 3
6356,Male,0,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,98.9,1064.95,0,0.4982285167253194,8,0.6728110599078341,10,0.49618549891388974,9,0.41698693204894544,8,0.5005528339740795,8,3,Low Tenure,9,High Charges,Top 3
6365,Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.95,700.85,1,0.7973472188585765,10,0.6728110599078341,10,0.6895235331419913,10,0.9169844461057076,10,0.8093086918187383,10,3,Low Tenure,9,High Charges,Top 3
6385,Male,0,No,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.7,364.55,1,0.6975365911901223,10,0.6728110599078341,10,0.6682127476238138,10,0.8586500813791238,10,0.7830782322822162,10,2,Low Tenure,9,High Charges,Top 3
6395,Male,0,Yes,Yes,41,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,102.6,4213.35,1,0.308834981859027,7,0.3157894736842105,7,0.3142556231075792,7,0.4688933230902905,8,0.28661556023180174,7,7,High Tenure,9,High Charges,Top 3
6440,Female,0,No,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.35,3334.9,0,0.6229044718729413,9,0.6728110599078341,10,0.4658288799695145,8,0.5550592230891143,9,0.48992418072947047,8,6,Low Tenure,9,High Charges,Top 3
6453,Male,1,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,4871.05,1,0.5822074482159243,9,0.4074074074074074,8,0.42516870852440375,8,0.7460483381137587,10,0.4769873195073935,8,7,High Tenure,9,High Charges,Top 3
6462,Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.65,167.3,1,0.6168790601590698,9,0.5294117647058824,9,0.6565167786349997,10,0.7759959578001935,10,0.7598459527897237,10,2,Low Tenure,9,High Charges,Top 3
6473,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,94.4,94.4,1,0.6872036877933895,10,0.8842105263157894,10,0.7439677786761207,10,0.9606710035035919,10,0.8543847389983578,10,1,Low Tenure,9,High Charges,Top 3
6482,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.45,101.45,1,0.7860810867073337,10,0.8842105263157894,10,0.7618313166804704,10,0.9637865840779833,10,0.8660119444362216,10,1,Low Tenure,9,High Charges,Top 3
6496,Male,1,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.85,4086.3,1,0.3579287972101409,7,0.4074074074074074,8,0.39050630980619233,8,0.39807629147388857,8,0.36112874983739046,8,7,High Tenure,9,High Charges,Top 3
6524,Male,0,No,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.2,930.4,1,0.6113017219977248,9,0.5294117647058824,9,0.6210932101463136,10,0.6684377773068607,9,0.7055427435866999,10,3,Low Tenure,9,High Charges,Top 3
6535,Male,0,No,No,35,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),102.35,3626.1,1,0.357886550941159,7,0.1794871794871795,6,0.2610747203713618,6,0.5394733649805099,9,0.2437952605781437,7,6,Low Tenure,9,High Charges,Top 3
6557,Female,0,No,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.0,3320.6,0,0.5393078445145013,9,0.6728110599078341,10,0.4467521865905441,8,0.5587381934228856,9,0.4656399613333485,8,6,Low Tenure,9,High Charges,Top 3
6562,Female,1,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,1369.8,1,0.7080865666246173,10,0.6728110599078341,10,0.5840727168146597,9,0.8105239164228468,10,0.6898947234781297,10,4,Low Tenure,9,High Charges,Top 3
6567,Male,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.7,1566.75,0,0.5840618504426414,9,0.6728110599078341,10,0.5499142159944351,9,0.862140379206123,10,0.6600669182299073,9,4,Low Tenure,9,High Charges,Top 3
6616,Male,0,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.4,4528.0,1,0.4879547241884012,8,0.4074074074074074,8,0.4174350994143954,8,0.6235705465715654,9,0.44103601679226623,8,7,High Tenure,9,High Charges,Top 3
6626,Male,1,Yes,No,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.75,573.75,1,0.7972357541587277,10,0.6728110599078341,10,0.6793950425001211,10,0.7868450944884973,10,0.7827144446618293,10,3,Low Tenure,9,High Charges,Top 3
6634,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.1,1068.85,1,0.5733265359593692,9,0.8095238095238095,10,0.5370862799783889,9,0.8352690479602664,10,0.6394982403537225,9,3,Low Tenure,9,High Charges,Top 3
6669,Female,1,No,No,35,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.05,3554.6,0,0.5029246839038908,8,0.4074074074074074,8,0.4372354496455909,8,0.48820172836509507,8,0.4383799565705223,8,6,Low Tenure,9,High Charges,Top 3
6696,Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,96.55,500.1,0,0.595722266731448,9,0.5294117647058824,9,0.6324955358507113,10,0.4220415094086846,8,0.6735847610638596,9,2,Low Tenure,9,High Charges,Top 3
6711,Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.35,4889.2,0,0.4076664355980278,8,0.4074074074074074,8,0.3581860539341563,7,0.6837068025252934,9,0.3780339997364671,8,7,High Tenure,9,High Charges,Top 3
6714,Male,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,100.75,1313.25,0,0.4973807711173946,8,0.5294117647058824,9,0.5333152637579621,9,0.5349053601066046,8,0.5739549839597411,9,4,Low Tenure,9,High Charges,Top 3
6741,Female,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.0,1062.1,1,0.7203768018829848,10,0.6728110599078341,10,0.6323271538391458,10,0.8210430764348979,10,0.7432103087253445,10,4,Low Tenure,9,High Charges,Top 3
6745,Female,0,No,No,54,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.1,5440.9,1,0.3491036283038646,7,0.4074074074074074,8,0.36246244017249496,7,0.5991541075835145,9,0.3665025406251066,8,8,High Tenure,9,High Charges,Top 3
6819,Male,1,No,No,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.8,5617.75,1,0.3748676528806551,7,0.4074074074074074,8,0.36559492081330336,7,0.4892732418274052,8,0.34883717435054173,8,8,High Tenure,9,High Charges,Top 3
6821,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.85,1776.95,1,0.5207926209448563,8,0.31561461794019935,7,0.3730977264409243,8,0.5429444581676722,9,0.3684166706470664,8,4,Low Tenure,9,High Charges,Top 3
6838,Male,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.0,1301.7,1,0.5017788941816873,8,0.8461538461538461,10,0.4573128358892317,8,0.6013407291802592,9,0.48854668028474213,8,4,Low Tenure,9,High Charges,Top 3
6839,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.75,1129.75,1,0.7382953001105715,10,0.6728110599078341,10,0.6560258323295901,10,0.9049550293972971,10,0.7788313461978277,10,3,Low Tenure,9,High Charges,Top 3
6860,Female,0,No,No,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.9,3545.35,1,0.4347072876067905,8,0.31561461794019935,7,0.32497537994847797,7,0.5451206291343599,9,0.3120349971954196,7,6,Low Tenure,9,High Charges,Top 3
6866,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,95.45,1,0.7859091504044031,10,0.8842105263157894,10,0.7690947736302447,10,0.9128696147172591,10,0.8654277903598937,10,1,Low Tenure,9,High Charges,Top 3
6886,Female,1,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.35,780.5,1,0.697312229559989,10,0.5294117647058824,9,0.651951822672058,10,0.8458876082758799,10,0.766240291737097,10,3,Low Tenure,9,High Charges,Top 3
